transaction_id,user_id,account_id,method,merchant,location,device,ip_address,amount,fraud_probability,status,created_at
62,990,617,debit_card,Merchant_34,Los Angeles,desktop,79.6.46.76,319.83,0.31,completed,2025-04-20 00:32:37
63,243,286,bank_transfer,Merchant_67,New York,mobile,163.241.65.251,4452.6,0.76,completed,2026-03-08 09:49:16
64,555,852,paypal,Merchant_71,London,mobile,11.67.246.136,1457.21,0.08,completed,2026-01-10 03:24:52
65,433,612,debit_card,Merchant_57,London,desktop,29.230.24.155,1162.22,0.48,completed,2025-08-14 04:04:36
66,610,689,debit_card,Merchant_17,London,tablet,235.21.230.218,4510.6,0.04,completed,2025-10-23 16:52:42
67,735,95,debit_card,Merchant_21,London,desktop,53.51.60.95,3563.84,0.53,completed,2026-01-25 04:55:27
68,122,369,debit_card,Merchant_67,New York,tablet,28.223.16.118,1455.57,0.69,completed,2026-04-11 01:40:30
69,662,527,bank_transfer,Merchant_42,London,tablet,99.23.142.240,4758.49,0.12,completed,2025-11-15 22:40:22
70,941,395,debit_card,Merchant_73,London,tablet,209.168.55.198,3801.41,0.42,completed,2025-06-11 15:18:11
71,290,591,paypal,Merchant_88,Tokyo,desktop,88.165.32.33,3027.59,0.62,completed,2025-08-20 19:06:06
72,605,658,debit_card,Merchant_90,London,tablet,102.71.39.233,4680.49,0.15,failed,2025-11-11 21:44:48
73,710,232,bank_transfer,Merchant_38,Los Angeles,tablet,38.219.18.197,1960.78,0.88,completed,2025-02-15 05:43:33
74,806,270,paypal,Merchant_18,Los Angeles,mobile,40.147.133.3,4001.01,0.68,completed,2025-07-21 20:03:15
75,202,487,credit_card,Merchant_86,Tokyo,tablet,120.5.81.123,1895.66,0.62,completed,2026-02-27 07:52:39
76,452,46,bank_transfer,Merchant_56,Tokyo,mobile,139.187.228.96,849.85,0.8,completed,2026-01-28 23:02:44
77,672,391,bank_transfer,Merchant_30,New York,mobile,53.205.145.188,133.96,0.98,completed,2025-01-16 22:53:13
78,499,158,debit_card,Merchant_52,Online,desktop,223.69.237.245,4229.76,0.74,completed,2026-02-08 10:36:37
79,447,151,credit_card,Merchant_76,London,mobile,10.36.211.111,3978.09,0.98,completed,2025-11-03 00:37:54
80,77,228,bank_transfer,Merchant_28,Online,tablet,7.57.12.134,4808.35,0.12,completed,2025-01-30 22:36:49
81,58,820,debit_card,Merchant_88,London,desktop,76.31.206.66,4696.91,0.33,completed,2026-03-18 20:40:18
82,687,416,paypal,Merchant_33,Los Angeles,mobile,171.198.157.86,1841.18,0.99,completed,2026-02-16 04:33:54
83,529,879,debit_card,Merchant_2,London,desktop,200.81.38.143,2678.3,0.7,completed,2025-03-19 14:51:34
84,94,193,bank_transfer,Merchant_22,Los Angeles,desktop,223.83.118.242,1137.91,0.22,completed,2026-03-07 12:29:28
85,483,394,debit_card,Merchant_82,Tokyo,mobile,82.197.138.192,3525.65,0.63,failed,2026-04-03 07:10:14
86,688,889,paypal,Merchant_33,Tokyo,desktop,246.221.152.85,2242.64,0.46,completed,2025-08-24 06:22:28
87,975,598,credit_card,Merchant_14,Los Angeles,mobile,39.149.67.15,2579.15,0.69,completed,2025-10-16 16:40:59
88,551,67,bank_transfer,Merchant_22,New York,desktop,136.241.111.236,4329.94,0.8,completed,2025-09-16 05:05:52
89,916,500,debit_card,Merchant_14,Tokyo,mobile,14.50.191.52,1572.36,0.52,failed,2026-02-13 21:14:51
90,337,13,credit_card,Merchant_97,Los Angeles,desktop,118.58.221.191,1908.52,0.09,completed,2025-08-15 05:16:45
91,499,174,credit_card,Merchant_95,London,mobile,188.174.221.45,3638.82,0.4,pending,2025-07-01 14:14:01
92,1000,105,bank_transfer,Merchant_53,Tokyo,mobile,140.41.169.147,3741.06,0.27,completed,2026-03-21 08:27:36
93,763,583,paypal,Merchant_19,Tokyo,mobile,251.89.150.216,3227.28,0.42,completed,2025-05-31 12:53:51
94,718,234,bank_transfer,Merchant_22,Online,desktop,207.74.86.45,2273.03,0.52,completed,2026-03-21 16:14:03
95,709,98,paypal,Merchant_79,London,desktop,104.64.108.52,1451.81,0.3,pending,2026-02-13 10:03:03
96,547,963,bank_transfer,Merchant_36,Los Angeles,tablet,229.111.229.38,567.3,0.47,completed,2026-03-03 04:25:28
97,143,278,credit_card,Merchant_57,Los Angeles,desktop,207.3.114.23,2546.91,0.92,pending,2026-03-18 22:09:52
98,800,346,bank_transfer,Merchant_4,Los Angeles,tablet,177.223.115.250,4378.46,0.29,completed,2025-02-27 07:11:01
99,549,683,debit_card,Merchant_91,Tokyo,mobile,135.21.63.56,2798.36,0.69,completed,2025-02-21 19:32:37
100,778,666,bank_transfer,Merchant_18,London,mobile,77.172.84.128,752.33,0.76,completed,2025-07-20 15:05:55
101,396,222,debit_card,Merchant_14,New York,mobile,223.118.72.143,2821.1,0.42,completed,2025-07-22 12:28:29
102,339,727,paypal,Merchant_82,New York,desktop,184.145.12.170,4276.86,0.53,completed,2025-02-26 15:09:07
103,991,871,credit_card,Merchant_40,New York,mobile,230.89.133.110,4823.27,0.91,completed,2025-08-03 01:34:05
104,231,823,bank_transfer,Merchant_13,Los Angeles,tablet,203.32.223.221,166.57,0.03,completed,2025-02-04 23:46:51
105,756,253,paypal,Merchant_10,Los Angeles,desktop,249.13.243.168,3687.61,0.69,completed,2026-02-06 18:01:39
106,142,273,bank_transfer,Merchant_10,London,desktop,186.171.112.73,2780.24,0.31,completed,2025-04-09 12:21:42
107,465,241,paypal,Merchant_55,Tokyo,tablet,10.184.234.9,1769.44,0.4,completed,2025-09-09 17:44:25
108,259,176,debit_card,Merchant_5,London,desktop,168.74.195.51,1704.06,0.9,completed,2026-03-14 23:36:17
109,962,93,paypal,Merchant_33,Online,tablet,136.239.149.85,4688.84,0.58,completed,2025-02-20 07:37:19
110,937,968,credit_card,Merchant_54,Los Angeles,mobile,69.99.242.189,3073.35,0.56,failed,2025-05-23 22:35:41
111,521,97,debit_card,Merchant_10,New York,tablet,136.195.133.228,3408.12,0.68,completed,2025-08-10 07:18:43
112,411,915,debit_card,Merchant_89,Los Angeles,tablet,10.118.239.64,4145.13,0.87,completed,2025-02-19 04:59:05
113,971,112,credit_card,Merchant_19,Tokyo,desktop,72.61.243.91,531.57,0.72,completed,2026-03-09 01:48:55
114,656,332,paypal,Merchant_27,Tokyo,desktop,232.135.199.174,4142.75,0.05,completed,2025-06-30 19:08:04
115,347,569,credit_card,Merchant_30,Los Angeles,mobile,200.192.9.122,1895.61,0.23,completed,2025-06-22 06:44:05
116,155,615,paypal,Merchant_23,Tokyo,mobile,141.178.99.43,2885.0,0.83,completed,2025-03-03 09:21:22
117,224,345,bank_transfer,Merchant_73,Los Angeles,mobile,98.99.220.172,225.69,0.79,completed,2025-05-08 06:31:06
118,787,115,credit_card,Merchant_21,London,tablet,84.133.228.13,576.32,0.6,completed,2025-12-12 18:49:28
119,661,675,debit_card,Merchant_7,New York,tablet,160.19.59.155,4973.65,0.39,completed,2025-09-04 23:27:32
120,365,534,debit_card,Merchant_43,London,mobile,174.145.170.116,4896.63,0.98,pending,2025-08-19 15:13:27
121,49,518,credit_card,Merchant_95,Los Angeles,tablet,126.47.62.140,3310.7,0.72,completed,2026-01-29 14:39:18
122,533,640,bank_transfer,Merchant_8,Tokyo,tablet,231.23.45.153,238.72,0.17,pending,2025-01-03 22:28:19
123,349,704,bank_transfer,Merchant_31,Tokyo,mobile,175.71.199.98,3679.89,0.77,completed,2026-03-13 03:28:03
124,872,390,credit_card,Merchant_48,New York,mobile,64.213.159.128,3401.07,0.15,completed,2025-05-31 23:50:41
125,794,92,credit_card,Merchant_85,Los Angeles,tablet,248.10.12.23,281.24,0.22,completed,2025-08-09 14:15:59
126,908,33,credit_card,Merchant_39,Los Angeles,mobile,109.158.233.37,855.85,0.08,completed,2025-04-01 04:03:03
127,368,247,paypal,Merchant_51,London,desktop,122.11.156.175,1803.89,0.67,failed,2025-03-02 06:22:24
128,443,265,debit_card,Merchant_98,Online,desktop,8.186.76.125,3407.03,0.92,completed,2025-06-11 10:42:54
129,338,588,credit_card,Merchant_26,London,mobile,41.254.231.118,415.86,0.93,completed,2025-01-25 03:40:37
130,88,39,paypal,Merchant_67,London,mobile,191.174.163.115,2802.46,0.48,completed,2026-03-21 06:29:51
131,348,857,credit_card,Merchant_21,Los Angeles,mobile,4.21.228.7,2281.27,0.96,completed,2026-03-05 21:48:03
132,824,740,bank_transfer,Merchant_14,London,tablet,248.7.45.193,4869.68,0.75,failed,2025-09-18 11:36:09
133,619,612,debit_card,Merchant_90,New York,tablet,22.113.53.58,3692.31,0.82,completed,2025-02-28 04:15:00
134,600,641,bank_transfer,Merchant_8,Tokyo,desktop,171.95.146.178,3733.87,0.8,completed,2026-02-21 02:02:24
135,712,952,debit_card,Merchant_13,New York,tablet,173.102.75.248,4540.13,0.64,completed,2026-04-20 07:46:27
136,296,950,paypal,Merchant_95,London,tablet,41.89.134.14,1783.5,0.36,completed,2025-04-26 15:20:18
137,175,673,debit_card,Merchant_48,Tokyo,tablet,140.91.193.152,428.04,0.57,completed,2025-01-29 23:25:01
138,27,895,credit_card,Merchant_14,Online,mobile,242.252.56.135,1324.28,0.75,completed,2025-01-07 23:33:58
139,925,430,credit_card,Merchant_71,Online,mobile,246.80.57.233,686.32,0.08,completed,2025-08-21 10:44:05
140,99,140,debit_card,Merchant_33,Tokyo,desktop,37.180.73.79,1630.3,0.13,completed,2025-08-11 14:10:37
141,388,22,debit_card,Merchant_70,Tokyo,tablet,4.62.192.117,2462.06,0.45,completed,2025-04-26 12:41:24
142,437,345,credit_card,Merchant_28,Online,tablet,172.188.28.218,2615.93,0.51,completed,2025-12-03 23:59:54
143,538,343,debit_card,Merchant_28,Online,tablet,93.137.29.30,1242.0,0.93,completed,2025-04-07 23:02:03
144,512,47,debit_card,Merchant_84,Online,desktop,206.45.117.115,2800.23,0.57,pending,2025-10-27 21:27:11
145,722,750,credit_card,Merchant_32,Online,tablet,68.63.56.234,4942.46,0.2,completed,2025-05-13 01:33:52
146,81,799,paypal,Merchant_91,London,desktop,151.58.107.19,3191.38,0.14,completed,2025-08-12 08:18:05
147,83,858,paypal,Merchant_62,New York,mobile,132.22.59.153,3824.84,0.39,completed,2025-07-29 09:56:42
148,49,110,bank_transfer,Merchant_87,London,tablet,31.175.142.251,3034.04,0.84,completed,2025-11-07 01:37:00
149,195,178,credit_card,Merchant_52,London,desktop,54.4.246.58,3710.53,0.89,completed,2025-10-30 14:24:59
150,668,607,debit_card,Merchant_3,Los Angeles,tablet,8.180.234.34,2285.57,0.87,failed,2026-02-13 14:09:06
151,738,471,bank_transfer,Merchant_33,Tokyo,mobile,36.89.1.175,1025.13,0.41,pending,2025-02-27 20:36:04
152,75,601,paypal,Merchant_69,London,mobile,125.29.161.10,2252.05,0.56,completed,2025-09-05 05:03:02
153,910,937,paypal,Merchant_31,Los Angeles,tablet,118.191.78.222,3993.77,0.42,completed,2026-01-14 00:24:12
154,729,589,debit_card,Merchant_30,Online,mobile,228.26.223.182,4834.93,0.3,completed,2025-04-28 14:56:19
155,627,320,paypal,Merchant_73,Los Angeles,desktop,245.204.42.57,2573.84,0.04,completed,2026-01-09 22:55:38
156,270,321,credit_card,Merchant_36,Tokyo,tablet,240.117.117.93,2073.36,0.8,completed,2025-05-04 08:19:01
157,812,806,debit_card,Merchant_61,Los Angeles,mobile,180.223.164.200,4583.37,0.57,completed,2025-04-30 23:16:00
158,792,959,debit_card,Merchant_16,Los Angeles,tablet,249.37.1.15,3956.04,0.68,completed,2025-10-28 19:30:38
159,550,968,credit_card,Merchant_22,Tokyo,mobile,87.254.239.29,4818.87,0.94,pending,2026-03-10 07:57:39
160,914,767,bank_transfer,Merchant_37,Los Angeles,tablet,178.222.116.236,3998.67,0.31,completed,2026-02-27 16:26:21
161,654,776,paypal,Merchant_20,Online,tablet,199.247.23.125,2852.78,0.42,completed,2026-03-06 04:40:04
162,55,471,bank_transfer,Merchant_62,London,mobile,60.235.16.80,1179.02,0.88,completed,2025-11-14 03:22:12
163,202,890,debit_card,Merchant_5,London,desktop,97.137.217.186,1806.6,0.45,completed,2025-03-21 10:27:41
164,878,236,debit_card,Merchant_22,New York,desktop,184.19.183.184,322.36,0.11,completed,2025-05-20 23:44:29
165,849,435,paypal,Merchant_39,London,tablet,73.210.181.49,4025.29,0.55,pending,2025-04-27 01:49:42
166,101,432,paypal,Merchant_1,London,tablet,148.254.140.197,4146.0,0.57,completed,2025-03-29 09:20:12
167,878,726,bank_transfer,Merchant_14,Online,mobile,36.92.169.57,2138.83,0.68,completed,2025-04-03 19:43:06
168,764,812,debit_card,Merchant_38,Los Angeles,mobile,6.11.35.175,3839.96,0.7,failed,2026-01-26 14:10:22
169,518,942,paypal,Merchant_40,New York,tablet,168.155.246.126,1629.27,0.96,completed,2025-09-17 03:14:15
170,387,457,bank_transfer,Merchant_78,New York,desktop,91.227.215.194,3897.41,0.95,completed,2025-01-24 21:53:53
171,682,934,debit_card,Merchant_40,Online,tablet,145.70.85.80,2436.83,0.49,pending,2025-11-13 09:07:22
172,476,842,bank_transfer,Merchant_8,Online,mobile,133.201.153.69,1971.33,0.27,failed,2025-06-22 14:38:36
173,225,803,debit_card,Merchant_84,Los Angeles,mobile,17.207.69.85,2473.77,0.79,failed,2026-04-23 05:08:17
174,758,141,debit_card,Merchant_75,Tokyo,desktop,246.226.141.232,2578.59,0.03,completed,2026-02-08 20:48:10
175,997,711,paypal,Merchant_82,Online,tablet,78.19.47.34,2383.32,0.55,completed,2025-12-31 01:45:28
176,174,330,debit_card,Merchant_58,Los Angeles,desktop,135.85.112.49,1314.38,0.55,completed,2025-05-25 16:53:55
177,79,392,bank_transfer,Merchant_56,Online,desktop,9.161.239.17,4329.02,0.62,failed,2025-11-11 08:17:49
178,30,280,paypal,Merchant_8,Tokyo,tablet,199.203.231.85,1215.79,0.54,completed,2025-06-23 05:38:50
179,384,547,debit_card,Merchant_5,New York,tablet,198.78.73.15,4404.92,0.56,completed,2025-12-15 14:39:43
180,411,815,credit_card,Merchant_12,Online,desktop,197.119.127.241,3087.05,0.8,completed,2025-10-06 11:03:35
181,858,344,debit_card,Merchant_54,Online,tablet,37.186.41.121,2927.94,0.2,completed,2025-03-30 02:35:32
182,123,577,bank_transfer,Merchant_95,Los Angeles,desktop,138.252.166.105,140.41,0.61,completed,2025-06-07 06:01:13
183,508,627,debit_card,Merchant_3,New York,tablet,51.9.220.81,3049.61,0.13,completed,2025-10-29 00:27:52
184,851,710,paypal,Merchant_18,Los Angeles,mobile,10.132.42.19,2238.1,0.49,completed,2025-03-16 02:40:10
185,288,608,credit_card,Merchant_72,London,desktop,170.74.24.74,2596.36,0.18,completed,2025-04-11 13:35:52
186,767,367,paypal,Merchant_51,Tokyo,tablet,12.1.63.231,4618.91,0.09,completed,2025-05-11 20:24:51
187,102,347,credit_card,Merchant_60,London,desktop,222.159.190.16,95.24,0.16,pending,2025-07-08 08:31:52
188,156,648,bank_transfer,Merchant_27,London,mobile,221.20.89.150,1246.45,0.09,completed,2025-12-31 09:46:38
189,465,588,paypal,Merchant_62,Tokyo,mobile,156.214.39.133,1073.89,0.62,completed,2025-01-22 03:59:07
190,591,332,debit_card,Merchant_95,New York,mobile,120.74.17.15,1790.4,0.76,completed,2025-12-01 10:17:34
191,357,705,debit_card,Merchant_92,Tokyo,mobile,142.249.247.190,596.92,0.42,pending,2025-07-18 17:59:54
192,135,360,bank_transfer,Merchant_79,Los Angeles,tablet,25.96.252.220,1086.03,0.25,completed,2026-01-05 10:43:11
193,68,535,paypal,Merchant_20,Online,desktop,19.179.190.191,3734.58,0.05,completed,2025-12-22 00:12:07
194,179,210,debit_card,Merchant_41,Tokyo,desktop,8.23.21.136,3810.16,0.21,completed,2025-06-02 08:11:59
195,655,634,credit_card,Merchant_86,Los Angeles,mobile,53.244.219.185,4135.12,0.17,completed,2025-05-12 11:55:56
196,540,567,bank_transfer,Merchant_44,London,mobile,188.33.210.105,4614.81,0.23,completed,2026-04-29 10:48:17
197,807,645,debit_card,Merchant_70,London,desktop,120.239.68.130,2715.99,0.7,completed,2025-10-09 10:22:46
198,651,591,credit_card,Merchant_21,Online,tablet,120.101.4.24,3675.52,0.37,completed,2025-03-23 12:59:21
199,499,865,debit_card,Merchant_49,Los Angeles,tablet,242.123.90.206,1354.18,0.96,completed,2026-01-18 07:55:10
200,476,244,credit_card,Merchant_71,Tokyo,mobile,113.137.70.19,3482.46,0.34,completed,2026-02-17 18:13:42
201,122,214,paypal,Merchant_74,Los Angeles,mobile,220.52.169.239,4097.36,0.13,failed,2025-02-13 02:06:15
202,420,684,credit_card,Merchant_19,London,tablet,151.25.254.218,4074.26,0.37,completed,2025-01-02 12:56:03
203,425,632,debit_card,Merchant_58,Online,desktop,16.122.76.249,4244.38,0.54,pending,2026-02-06 17:54:31
204,969,366,paypal,Merchant_51,Tokyo,tablet,167.250.229.93,4702.42,0.8,completed,2026-02-02 10:40:06
205,252,416,credit_card,Merchant_4,Los Angeles,mobile,42.56.246.78,2562.26,0.84,completed,2025-04-11 18:06:44
206,2,956,paypal,Merchant_38,Online,desktop,57.187.182.253,4822.91,0.78,completed,2025-02-16 16:06:06
207,39,236,credit_card,Merchant_14,New York,mobile,129.97.177.91,1832.17,0.16,completed,2026-02-02 04:51:49
208,886,229,bank_transfer,Merchant_60,New York,mobile,232.176.161.82,4855.78,0.24,completed,2025-10-28 02:01:17
209,535,355,debit_card,Merchant_17,London,mobile,148.126.128.57,713.79,0.7,completed,2025-07-05 04:02:51
210,940,598,paypal,Merchant_98,Tokyo,mobile,238.80.216.159,1454.76,0.46,pending,2025-05-17 03:42:12
211,315,603,credit_card,Merchant_10,London,desktop,122.104.57.220,4258.21,0.47,failed,2025-10-22 07:44:53
212,258,476,paypal,Merchant_49,Los Angeles,desktop,78.28.140.12,4566.39,0.7,completed,2025-06-25 13:46:16
213,876,600,credit_card,Merchant_23,Los Angeles,mobile,154.223.197.168,2780.72,0.07,completed,2025-07-01 13:12:02
214,461,442,credit_card,Merchant_2,Online,tablet,28.174.191.210,4330.49,0.68,completed,2025-06-15 08:12:36
215,457,157,debit_card,Merchant_92,London,tablet,226.9.159.214,4300.43,0.32,failed,2026-03-12 11:04:02
216,447,648,paypal,Merchant_58,Los Angeles,desktop,144.203.41.129,2510.64,0.78,completed,2025-09-12 02:10:34
217,104,516,debit_card,Merchant_65,Tokyo,mobile,219.6.85.168,2948.61,0.01,completed,2025-11-07 16:40:27
218,883,944,credit_card,Merchant_88,Online,tablet,143.50.165.118,3805.66,0.15,completed,2025-06-08 05:09:54
219,471,604,debit_card,Merchant_92,Online,tablet,68.180.233.210,4790.49,0.41,completed,2025-05-21 08:44:23
220,953,340,paypal,Merchant_38,Tokyo,desktop,82.133.127.203,4604.87,0.16,completed,2025-11-26 00:23:38
221,960,273,credit_card,Merchant_9,New York,desktop,8.240.69.147,3401.53,0.89,completed,2025-04-23 11:50:44
222,605,328,paypal,Merchant_74,Online,mobile,226.123.74.203,1180.05,0.36,completed,2025-12-09 03:55:32
223,495,496,bank_transfer,Merchant_44,London,tablet,69.181.126.133,3891.11,0.29,completed,2025-06-06 14:43:05
224,851,217,debit_card,Merchant_2,New York,mobile,4.106.188.143,1447.43,0.32,failed,2025-12-27 00:50:19
225,624,752,bank_transfer,Merchant_59,London,desktop,35.160.119.217,4030.71,0.43,failed,2025-10-02 13:13:28
226,14,597,credit_card,Merchant_51,London,mobile,43.138.136.212,3018.78,0.16,pending,2026-02-11 10:24:39
227,318,924,paypal,Merchant_82,Tokyo,mobile,164.206.98.235,3014.72,0.1,completed,2025-03-25 09:56:56
228,459,499,debit_card,Merchant_9,Online,tablet,102.10.55.17,2329.97,0.89,completed,2025-01-28 21:40:34
229,854,9,paypal,Merchant_54,Los Angeles,tablet,168.185.98.81,3887.98,0.21,completed,2026-04-15 00:58:02
230,446,222,bank_transfer,Merchant_37,Los Angeles,mobile,103.122.251.221,2042.69,0.59,completed,2025-09-21 03:54:55
231,920,911,credit_card,Merchant_80,Los Angeles,desktop,195.213.129.197,1857.25,0.72,completed,2025-09-21 16:50:22
232,3,257,debit_card,Merchant_97,Online,tablet,101.39.221.188,522.58,0.48,completed,2026-01-07 10:37:21
233,945,770,paypal,Merchant_58,New York,tablet,217.238.81.174,1048.26,0.74,completed,2026-01-11 21:22:25
234,814,983,credit_card,Merchant_87,Tokyo,tablet,161.191.201.203,4416.57,0.25,completed,2025-03-21 13:24:34
